"charName","Ship","damage","Class","Cargo","WeaponUpgr","ECM","Drugs","ExCargo","Commod","Drones","Analyzers","Warp Speed","Speed","Maneuverability","Size","WeaponSize","DroneBay","Defence","LockSpeed","CPU","Power","Power bank","CapRecharge","RegionName","borderSys","fringesys","CorridorSys","hubSys","internationalSys","regionalSys","constellationSys","SecurityStatus","Remote Reps","Remote Assistance","Armament","Mining","Scanning","SpeedMods","Ewar","CapPower","Cloack","Salvager","Warp Scrambler","Stasis Web","Cynosural Field","CovOpsCloack","Covert Cyno","MWD","AB","DUST","Clothes","Deployb","SleepSalv","Structure","Implant","Blueprint","Energy Destabilizer","Capacitor Booster","Ice Product","Interdiction Probe","Shield Extender","Shield Booster","Sresist","Repper","CargoVolume","Aresist","NofGates","N Attackers","Mic Security","Average Security","KilledBy","KilledByType","Frigates","Cruisers","Battleships","Industrials","Titans","Roockie Ships","Assault Ship","Heavy AS","Deep Space Transports","BattleCruisers","Destroyers","MiningBarges","Dreadnoughts","Interdictors","CommandShips","Exhumers","Interceptor","Logistics","Force Recon","Bomber","E - War","Heavy Interdictor","Black Ops","Marauder","Combat Recon Ship","Attack Battlecruiser","Blockade Runner","CovOps","Sit"
"zerogravity90                                     ","Capsule - Genolution 'Auroral' 197-variant",468,"Capsule",0.0,0,0,0,0,0,0,0,3.0,150.0,1562.5,25.0,,0.0,150.97500000000002,,1.0,1.0,125.0,0.6666666666666666,"Curse",1,0,0,1,0,0,1,-0.0146330063955542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,3,7,-2.1,1.4815274285714288,"200mm Railgun I","Hybrid Weapon",1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Other"
"FCMatt Atruin                                     ","Hurricane Fleet Issue",32317,"Combat Battlecruiser",425.0,1,0,0,0,0,1,0,2.5,165.0,11.363636363636363,250.0,2.0,30.0,9178.125,220.0,420.0,1350.0,2250.0,3.800675675675676,"Providence",0,0,0,1,0,0,0,-0.1749692238469812,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,303.65,1,3,19,-2.3,1.102297842105263,"Heavy Modulated Energy Beam I","Energy Weapon",0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Borba Ambraelle                                   ","Exequror",7735,"Cruiser",495.0,0,0,0,0,0,5,0,3.0,240.0,14.876082234982595,80.0,2.0,50.0,1670.0,295.0,275.0,610.0,1375.0,5.208333333333333,"Providence",1,0,1,0,0,1,1,-0.2045932398858896,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.25,1,2,18,-2.3,1.4163288611111111,"Heavy Modulated Energy Beam I","Energy Weapon",0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Logi"
"Zatoss                                            ","Slasher",913,"Frigate",120.0,0,0,0,0,0,0,0,5.0,430.0,32.87040841482455,30.0,1.0,0.0,456.25,940.0,135.0,34.0,240.0,2.0,"Providence",0,0,0,1,0,0,0,-0.1749692238469812,0,0,3,0,0,2,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.0025,0,3,5,-0.5,0.759733,"Warrior II","Combat Drone",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Big G Chelien                                     ","Harpy",3854,"Assault Frigate",165.0,0,0,0,0,0,0,0,5.5,264.0,23.832880031955124,37.0,1.0,0.0,758.003125,500.0,185.0,50.0,343.75,1.8333333333333333,"Domain",1,0,0,1,0,1,1,1.0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.13,0,6,2,0.9,1.9588925,"Coercer","Destroyer",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"AVA HIIH                                          ","Stabber",8877,"Cruiser",420.0,2,0,0,0,0,5,0,3.0,290.0,17.54385964912281,100.0,2.0,25.0,2037.5,320.0,340.0,715.0,1200.0,2.807017543859649,"Detorid",0,0,0,1,0,0,0,-0.2174658912780381,0,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,354.4099999999999,0,3,3,-1.5,-0.7777400999999999,"720mm Prototype Siege Cannon","Projectile Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Armen                                             ","Abaddon",42756,"Battleship",525.0,2,0,0,0,0,0,0,2.0,89.0,6.921373200442967,470.0,3.0,75.0,10812.5,85.0,560.0,21000.0,6375.0,5.1000000000000005,"Querious",1,0,0,1,0,0,1,-0.04217656004184012,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,883.0,1,4,63,-10.0,1.5984126984126987,"720mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,0,0,0,51,0,0,0,1,1,0,2,7,0,0,0,0,0,0,1,0,0,0,"PvP Generic"
"UHAUL ALL                                         ","Pilgrim",5050,"Force Recon Ship",315.0,0,0,0,0,0,15,0,3.3,164.0,12.387429236810485,156.0,2.0,150.0,1443.125,237.0,350.0,950.0,1250.0,3.6363636363636362,"Wicked Creek",1,0,0,1,0,0,1,-0.6646604295481978,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,637,0,0,0,0,2,649.8,2,5,26,-2.2,3.627191192307692,"Garde II","Combat Drone",2,16,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,"PvP Generic"
"Greenhat                                          ","Guardian",14329,"Logistics",465.0,0,0,0,0,0,0,0,3.3,209.0,13.684008867237745,70.0,2.0,25.0,1496.35,385.0,310.0,1075.0,1500.0,4.477611940298508,"Wicked Creek",1,0,0,1,0,0,1,-0.6646604295481978,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.0,3,5,44,-1.5,3.677281977272728,"Garde II","Combat Drone",3,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,"Logi"
"TheUnpleasantOne                                  ","Omen Navy Issue",25560,"Cruiser",400.0,2,0,0,0,0,10,0,3.0,265.0,21.43392991104919,100.0,2.0,50.0,3026.25,320.0,335.0,960.0,1650.0,3.173076923076923,"Wicked Creek",1,0,0,1,0,0,1,-0.6646604295481978,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,422.75,1,5,38,-3.1,3.4080137368421055,"Caldari Navy Inferno Heavy Missile","Heavy Missile",8,19,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,"PvP Generic"
"Seliah Aldard                                     ","Rupture",8979,"Cruiser",450.0,2,0,0,0,0,1,0,3.0,210.0,16.39344262295082,125.0,2.0,30.0,2302.5,290.0,350.0,860.0,1275.0,3.0,"Essence",1,0,0,1,1,1,1,0.7093875698729967,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,170.2,0,4,24,-2.3,1.2979764166666665,"425mm AutoCannon II","Projectile Weapon",3,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"PvP Generic"
"Anima Mala                                        ","Incursus",1802,"Frigate",165.0,1,0,0,0,0,0,0,5.0,340.0,30.881353838552283,42.0,1.0,5.0,593.75,600.0,135.0,45.0,370.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.1895104797339514,0,0,3,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.45,0,3,1,-4.826184,-4.826184,"Light Neutron Blaster II","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Teatime Murtos                                    ","Slasher",1692,"Frigate",120.0,0,0,0,0,0,0,0,5.0,430.0,32.87040841482455,30.0,1.0,0.0,456.25,940.0,135.0,34.0,240.0,2.0,"Derelik",1,0,0,1,0,0,1,0.293932972095294,0,0,3,0,0,0,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,0,4,13,-1.2,1.8057515384615388,"150mm Prototype Gauss Gun","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Gabireaal Adoudel                                 ","Iteron Mark V",3163,"Industrial",5800.0,0,0,0,2,0,0,0,3.0,105.0,8.514261387824606,220.0,2.0,0.0,830.25,55.0,270.0,85.0,650.0,1.5615615615615615,"The Forge",0,0,1,0,0,0,0,0.4407153812318039,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.0,0,2,1,-9.979515,-9.979515,"220mm Vulcan AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Lafonda Jones                                     ","Malediction",1682,"Interceptor",98.0,0,0,0,0,0,0,0,8.0,435.0,27.05408110813516,33.0,1.0,0.0,585.0,900.0,150.0,35.0,355.0,1.3333333333333333,"Derelik",0,0,0,1,0,0,0,0.4428166328867634,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,55.199999999999996,2,5,30,-3.5,3.3284692666666666,"Dual 250mm Railgun II","Hybrid Weapon",3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,0,0,"PvP Generic"
"Stealie McGrabbyhand                              ","Ares",1448,"Interceptor",96.0,0,0,0,0,0,9,0,8.0,425.0,30.15226895823911,35.0,1.0,0.0,469.99999999999994,955.0,145.0,33.0,315.0,1.3333333333333333,"Placid",1,0,0,1,1,1,1,0.3675104837434901,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.18,0,3,4,-9.1,-3.12934675,"Heavy Modulated Pulse Energy Beam I","Energy Weapon",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Malcolm Rennolds                                  ","Talos",15595,"Attack Battlecruiser",600.0,2,0,0,0,0,0,0,2.5,220.0,14.288980338363054,220.0,2.0,25.0,2544.5,210.0,360.0,1100.0,3100.0,4.0,"Detorid",1,0,1,0,0,1,1,-0.563763361528814,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,665.8999999999999,0,2,12,-1.3,3.348363833333334,"Scourge Fury Light Missile","Advanced Light Missile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Facesless                                         ","Dramiel",3363,"Frigate",130.0,0,0,0,0,0,4,0,5.0,460.0,33.738191632928476,32.0,1.0,20.0,815.5250000000001,750.0,133.0,37.0,365.0,1.5573333333333332,"Fountain",1,0,0,1,0,0,1,-0.02816758428007904,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130.805,0,3,10,-1.5,1.05,"Dual Light Pulse Laser II","Energy Weapon",2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Liam Reppola                                      ","Hawk",6435,"Assault Frigate",300.0,0,0,0,0,0,0,0,5.5,273.0,21.80713075730059,39.0,1.0,0.0,652.534375,575.0,190.0,45.0,312.5,1.6666666666666667,"Verge Vendor",0,0,0,1,0,0,0,0.2552530417760114,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,299.52,0,3,7,-1.679716,0.3743262857142858,"200mm AutoCannon II","Projectile Weapon",2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Kalfer Araske                                     ","Thrasher",5808,"Destroyer",400.0,0,0,0,0,0,0,0,4.5,270.0,22.321428571428573,56.0,1.0,0.0,1086.25,550.0,170.0,70.0,550.0,1.896551724137931,"The Bleak Lands",1,0,0,1,0,1,1,0.3702485876678229,0,0,15,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165.38500000000002,0,3,2,-0.2,1.2065934999999999,"Maller","Cruiser",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Shi Bingnu                                        ","Blackbird",7881,"Cruiser",305.0,0,5,0,0,0,0,0,3.0,190.0,15.794794035885772,150.0,2.0,10.0,1825.0,230.0,425.0,525.0,1250.0,2.8089887640449436,"E-R00024",0,0,0,0,0,0,0,-0.99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.15,0,0,2,5.0,5.0030275,"Mega Modulated Pulse Energy Beam I","Energy Weapon",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PvE"
"Mrmagoos Dad                                      ","Hurricane",20656,"Combat Battlecruiser",425.0,1,0,0,0,0,0,0,2.5,165.0,11.097301136363637,250.0,2.0,30.0,6118.75,220.0,400.0,1125.0,2250.0,3.800675675675676,"The Spire",0,0,1,0,0,0,0,-0.603736958,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.075,2,3,5,0.7,2.5201384,"Dual 180mm AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Constantine Valfodr                               ","Reaper",593,"Rookie ship",120.0,0,0,0,0,0,0,0,3.0,310.0,19.86906287564947,48.0,,5.0,228.125,490.0,105.0,21.0,125.0,2.0,"The Bleak Lands",0,0,0,1,0,0,0,0.3634801594787575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0,4,1,-2.357592,-2.357592,"280mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Spidermonkey Anneto                               ","Capsule - Genolution 'Auroral' 197-variant",442,"Capsule",0.0,0,0,0,0,0,0,0,3.0,150.0,1562.5,25.0,,0.0,150.97500000000002,,1.0,1.0,125.0,0.6666666666666666,"Catch",1,0,0,1,0,1,1,-0.3027493645199628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5.0,0,3,1,-2.044516,-2.044516,"Caldari Navy Inferno Torpedo","Torpedo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Hauling"
"Poison Cadelanne                                  ","Gnosis",44451,"Combat Battlecruiser",900.0,0,0,0,0,0,7,0,2.5,120.0,22.22222222222222,275.0,2.0,75.0,5600.0,300.0,444.0,1200.0,2700.0,3.8028169014084505,"Providence",1,0,0,1,0,1,1,-0.06466910229329725,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449.4,2,4,4,-9.8,-2.80298815,"800mm Repeating Cannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"PvE"
"Dongwa Abre-Kai                                   ","Gnosis",34346,"Combat Battlecruiser",900.0,0,0,0,0,0,7,0,2.5,120.0,22.22222222222222,275.0,2.0,75.0,5600.0,300.0,444.0,1200.0,2700.0,3.8028169014084505,"Providence",1,0,0,1,0,1,1,-0.06466910229329725,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,477.82,2,4,4,-9.812993,-2.8032482499999998,"800mm Repeating Cannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"PvP Generic"
"Trancey Trickster                                 ","Mackinaw",22628,"Exhumer",450.0,0,0,0,0,0,0,0,3.3,80.0,7.59013282732448,250.0,2.0,50.0,3727.5,660.0,270.0,35.0,500.0,2.6666666666666665,"The Kalevala Expanse",0,0,0,1,0,0,0,-0.046300897,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,31545.179999999997,0,3,3,2.4,4.135622333333333,"Heavy Pulse Laser II","Energy Weapon",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining"
"Rah ValCaldi                                      ","Talos",7211,"Attack Battlecruiser",600.0,2,0,0,0,0,0,0,2.5,220.0,14.288980338363054,220.0,2.0,25.0,2544.5,210.0,360.0,1100.0,3100.0,4.0,"The Kalevala Expanse",0,0,0,1,0,0,0,-0.046300897,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,486.38,0,3,2,5.0,5.0004975,"Mjolnir Rage Heavy Assault Missile","Advanced Heavy Assault Missile",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Nicollette Amatin                                 ","Oneiros",14720,"Logistics",600.0,0,0,0,0,0,0,0,3.3,230.0,12.35574665777053,70.0,2.0,50.0,1485.55625,365.0,370.0,1050.0,1375.0,4.480286738351254,"B-R00007",0,0,0,0,0,0,0,-0.99,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,2,0,10,-1.7,1.317869115,"Heavy Neutron Blaster II","Hybrid Weapon",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"PvE"
"Dr oceane                                         ","Legion",68986,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,35.7890592845767,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"C-R00009",0,0,0,0,0,0,0,-0.99,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390.15,2,0,5,-1.633135,0.333373,"425mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sleepers"
"Jenoh                                             ","Loki",36870,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,43.6871996505024,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"C-R00009",0,0,0,0,0,0,0,-0.99,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,581.1949999999999,2,0,4,-1.6,0.3409905,"Heavy Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sleepers"
,"Brutix",25181,"Combat Battlecruiser",475.0,1,0,0,0,0,0,0,2.5,155.0,11.363636363636363,305.0,2.0,50.0,5575.0,200.0,435.0,1125.0,3000.0,3.802281368821293,"C-R00009",0,0,0,0,0,0,0,-0.99,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.4,2,0,4,-1.6,-0.03400950000000001,"Heavy Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
,"Manticore",1301,"Stealth Bomber",185.0,0,0,0,0,0,0,0,5.5,256.0,17.5896915964193,39.0,1.0,0.0,385.125,375.0,328.0,38.0,268.75,1.25,"Providence",1,0,0,1,0,1,1,-0.03429058146206299,0,0,3,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,327,0,1,0,0,0,462.20000000000005,0,3,15,-1.7,2.1031490600000002,"250mm Light 'Scout' Artillery I","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,0,"Cloacky"
"chuck norris99                                    ","Ibis",576,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Placid",0,0,0,1,0,0,0,0.3494454047638842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,4,4,-2.8,1.0836395,"200mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Jones Otsada                                      ","Merlin",2211,"Frigate",150.0,1,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"The Forge",1,0,0,1,0,1,1,0.9459131166648389,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.895,0,7,1,-1.144844,-1.144844,"150mm Light AutoCannon II","Projectile Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Tomohiro Tsumego                                  ","Drake",34279,"Combat Battlecruiser",450.0,0,0,0,0,0,0,0,2.5,140.0,10.550303848750843,295.0,2.0,25.0,6000.0,195.0,500.0,800.0,2500.0,3.7999696002431977,"D-R00020",0,0,0,0,0,0,0,-0.99,2,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,574.8,0,0,11,-0.2,2.1545454545454548,"1400mm 'Scout' Artillery I","Projectile Weapon",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"Sleepers"
"Peter Moonlight                                   ","Tengu",22662,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,39.33430620184006,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"E-R00029",0,0,0,0,0,0,0,-0.99,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,3,0,850.93,0,0,2,-1.4,-1.0,"Neutron Blaster Cannon II","Hybrid Weapon",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"Desorem                                           ","Zealot",11516,"Heavy Assault Cruiser",240.0,3,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Curse",1,0,0,1,0,1,1,-0.06309970430127132,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,166.0,0,3,23,-9.3,1.5217538695652173,"350mm Railgun II","Hybrid Weapon",1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,5,9,0,0,"PvP Generic"
"KiciaPicia                                        ","Imicus",1248,"Frigate",400.0,0,0,0,0,0,0,0,5.0,330.0,24.168892218825146,41.0,1.0,40.0,418.75,450.0,250.0,21.0,270.0,1.8,"Geminate",0,0,0,1,0,0,0,-0.04842528111174249,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,205.0,0,4,2,-0.5545238,0.8727380999999999,"Caldari Navy Mjolnir Cruise Missile","Cruise Missile",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Cyno"
"Ikeano                                            ","Burst",3626,"Frigate",260.0,0,0,0,0,0,0,0,5.0,335.0,19.837333862328904,33.0,1.0,5.0,458.75,925.0,205.0,40.0,370.0,2.0,"Omist",0,0,1,0,0,0,0,-0.1388702184294091,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,65.0,0,2,29,-4.8,1.4827586206896552,"Warrior II","Combat Drone",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,"Logi"
,"Minmatar Shuttle",510,"Shuttle",10.0,0,,,,,,,5.0,500.0,62.5,25.0,,0.0,302.0,,150.0,25.0,250.0,0.6666666666666666,"Catch",1,0,1,0,0,1,1,-0.09470715859254542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2.0,3.8006472000000002,"Focused Medium Pulse Laser II","Energy Weapon",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Other"
"An Sar                                            ","Enyo",3426,"Assault Frigate",165.0,0,0,0,0,0,0,0,5.5,288.0,21.776085398490167,37.0,1.0,5.0,605.428125,625.0,155.0,50.0,343.75,1.8333333333333333,"Essence",1,0,0,1,0,0,1,0.3066251979101813,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.47999999999999,1,6,2,-10.0,-8.7263875,"1400mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PvP Generic"
"An Sar                                            ","Ishkur",2420,"Assault Frigate",165.0,1,0,0,0,0,0,0,5.5,287.0,21.258619094525688,39.0,1.0,25.0,615.959375,550.0,155.0,42.0,312.5,1.6666666666666667,"Everyshore",0,0,0,1,0,0,0,0.2850227751842517,0,0,4,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,221.73250000000002,0,3,3,-1.333308,1.2555640000000001,"Light Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
