SolarSystemID,Victim,Ship,Damage Taken
30000156,Goladin,Ares,1696
30000163,mastaBLASTA88,Capsule,402
30000163,mastaBLASTA88,Reaper,513
30000186,Maxim Romanovskij,Capsule,384
30000186,Maxim Romanovskij,Venture,521
30000156,Essif Rar,Slasher,2099
30000156,Maximus Rigormortis,Moa,19942
30000144,DreamRipperOs,Capsule,438
30000156,9Bone Xaak,Kestrel,1540
30000156,Lynn Noel,Kestrel,2078
30000156,Brullig,Rifter,1851
30000156,Beben GT,Condor,1303
30000156,Ghenghes Khan,Punisher,3312
30000156,Vanth Sorath,Tormentor,1393
30000156,Romero Parada,Tristan,6073
30000156,Johnny Passagana,Rifter,3225
30000156,lord kershane,Corax,4917
30000144,Aaaarrgg,Capsule,450
30000144,Aaaarrgg,Thrasher,2873
30000169,XSpoonX,Tengu,10674
30000156,Danny Ikkala,Rifter,956
30000156,Redpunzel,Incursus,2174
30000156,Danny Ikkala,Rifter,956
30000156,Redpunzel,Incursus,2174
30000142,lalala Airu,Amarr Shuttle,534
30000144,Jaguar Meza,Capsule,384
30000144,Jaguar Meza,Executioner,1085
30000156,Van Doe,Condor,1043
30000144,Nuvulo,Impairor,629
30000144,HOCOK 666,Taranis,1721
30000145,Arnex Nolen,Capsule,391
30000144,Fisty McBumbasher,Talwar,2620
30000144,Solon Macharius,Capsule,391
30000144,Aaaarrgg,Thrasher,2797
30000186,MyNameIsInga,Coercer,8233
30000144,cinnamon Itonula,Merlin,1314
30000144,Yakov Chess,Tristan,2418
30000144,IRONxSinnerMan,Harpy,2542
30000143,Avio Yaken,Capsule,432
30000143,Avio Yaken,Ibis,581
30000156,darkshadowalpha,Stabber,6392
30000144,Candy Suger,Tristan,1667
30000142,Beeroid Kusoni,Heron,1067
30000144,Aaaarrgg,Thrasher,2801
30000144,Asda Estemaire,Capsule,413
30000142,BLEEHHHHHHH,Leopard,557
30000156,Ghenghes Khan,Punisher,3324
30000156,ZacK Dust,Thorax,6144
30000156,Essif Rar,Slasher,3014
30000156,Ray Oxy,Caracal,10235
30000200,Nintsu Tailar,Probe,898
30000145,Valerius Kampiyo,Merlin,1451
30000145,Valerius Kampiyo,Capsule,429
30000156,Bormus Aurelious,Thrasher,3928
30000156,Johnny Passagana,Rifter,2405
30000156,Redpunzel,Incursus,2165
30000156,s33k3r Atram,Thrasher,4667
30000156,DIGGER1,Thorax,11152
30000156,SlugNuts,Stiletto,3560
30000156,Cpt Pugwash,Incursus,3597
30000142,goner Macha,Ibis,583
30000144,xara bakara,Burst,2653
30000156,Johnny Passagana,Rifter,2426
30000156,Legedric Striker,Kestrel,1497
30000142,Loko Red,Kestrel,1362
30000142,Lucius Fray,Capsule,458
30000144,Lance Okasai,Capsule,412
30000143,Foreman Ultra,Ibis,571
30000142,Lucius Fray,Buzzard,1423
30000142,Colin Mond,Capsule,394
30000144,Lance Okasai,Ibis,558
30000142,Colin Mond,Venture,837
30000143,Iskie2,Capsule,413
30000143,Riksus Igunen,Capsule,432
30000145,PoddingYou POD,Capsule,391
30000145,Evgen Lutov,Capsule,416
30000144,Etrayu Herbolth,Venture,670
30000143,Foreman Ultra,Heron,825
30000156,Johnny Passagana,Rifter,2821
30000156,shadowboy9,Thrasher,4737
30000156,Cosmo Blink,Stabber,8214
30000144,SUZY 4,Manticore,1046
30000144,SUZY 4,Capsule,447
30000156,Yngvarr Khshayarsha,Caracal,13479
30000144,Praelar Marlinsano,Reaper,497
30000156,Weizmir,Incursus,4167
30000156,Amon Ardailles,Rifter,3862
30000156,ZacK Dust,Merlin,2706
30000156,Brullig,Slasher,1502
30000143,RedCoke saladin,Capsule,538
30000156,Xantcha Valor,Condor,2229
30000142,Zikfrit Koraka,Caldari Navy Hookbill,12537
30000145,ShadowSwordsQC FoxCorp,Armageddon,25604
30000142,Lucius Fray,Sentinel,1360
30000145,Phil Omnipotence,Rifter,1382
30000145,Phil Omnipotence,Capsule,422
30000142,Andrei Ikkala,Tristan,5481
30000144,Tomorrow a Mystery,Capsule,399
30000142,Private Conrad,Buzzard,1334
30000144,Tomorrow a Mystery,Mammoth,1458
30000156,Goladin,Catalyst,4642
30000139,Vlastelin Colec,Capsule,417
30000169,mahin300 Aakiwa,Venture,622
30000142,Sheldon-Lee Cooper,Capsule,453
30000143,ABREK Kurvora,Capsule,397
30000156,Vanth Sorath,Coercer,3106
30000143,ABREK Kurvora,Kestrel,1368
30000157,Yngvarr Khshayarsha,Caracal,12220
30000157,DIGGER1,Condor,1090
30000142,Grad Yassavi,Velator,591
30000144,Psixollon Norwayman,Capsule,413
30000144,Psixollon Norwayman,Condor,1002
30000156,Dzoni Cross,Tormentor,1443
30000156,Vanth Sorath,Coercer,3872
30000197,canio zarj,Vagabond,14865
30000163,Benderio Rodriguez,Heron,1071
30000197,Nikole Lazond,Oracle,29172
30000156,LEFTWINGCLIP,Prophecy,24473
30000154,Winston Beldrulf,Slasher,1012
30000145,PoddingYou POD,Capsule,392
30000142,yukio naka,Executioner,2728
30000145,Wrekinz Rin,Capsule,402
30000163,Gageypoo,Impairor,611
30000139,Lex Doe,Capsule,442
30000142,GEK Firn,Navitas,845
30000130,Etrayu Herbolth,Capsule,413
30000144,Allannon kado,Capsule,435
30000130,Etrayu Herbolth,Venture,669
30000142,cynoCLARA,Capsule,425
30000144,Allannon kado,Caldari Shuttle,534
30000156,Frank Bean,Atron,4333
30000156,Xander Mander,Caldari Navy Hookbill,4534
30000142,cynoCLARA,Ibis,566
30000142,Kruger Ellecon,Gallente Shuttle,545
30000142,cynoCLARA,Capsule,425
30000142,Kruger Ellecon,Capsule,458
30000142,Nymeria Sandy,Reaper,490
30000142,Error sashka,Ibis,591
30000142,cynoCLARA,Buzzard,1297
30000144,Laeternalis Arkchantalia,Capsule,420
30000144,Laeternalis Arkchantalia,Magnate,706
30000142,Minzy Shaishi,Ibis,601
30000144,Blake Walan,Velator,687
30000162,Kiko Arji,Ibis,488
30000156,Integra Kusanagi,Stabber,13149
30000142,Silias Shintae,Leopard,467
30000142,Silias Shintae,Capsule,407
30000156,Bones MacAttack,Atron,1771
30000197,Mr Vapuro,Augoror,7673
30000197,Mr Vapuro,Capsule,461
30000163,,Caldari Control Tower,56497961
30000156,Ray Oxy,Kestrel,2357
30000142,Jingke Assassin,Capsule,461
30000142,Nago,Reaper,596
30000142,Nago,Capsule,442
30000142,Jingke Assassin,Ibis,625
30000142,TheShadow777,Ibis,625
30000142,TheShadow777,Capsule,461
30000156,lolkol Hekki,Merlin,2974
30000139,Blaze Noire,Capsule,461
30000156,Vanth Sorath,Executioner,1044
30000138,Laz Poul,Capsule,458
30000145,PoddingYou POD,Capsule,97
30000162,Kiko Arji,Capsule,407
30000156,Tem Frey,Slasher,1974
30000156,Avhran Illat,Slasher,1186
30000142,4Eburek,Ibis,625
30000156,Iredude,Tristan,2944
30000162,Kiko Arji,Ibis,488
30000142,Gaal Drudkh,Capsule,465
30000144,Fantasia El,Kestrel,1477
30000138,Konard,Corax,2733
30000145,Fyxtc,Capsule,442
30000156,SlugNuts,Maelstrom,43138
30000144,Bishop Abzalon,Kestrel,2198
30000144,Wolkus Rotsuda,Capsule,400
30000163,Jack of Hearts,Magnate,1031
30000144,Wolkus Rotsuda,Heron,910
30000138,STELLS-KILLER,Incursus,1938
30000162,Ohamma Hammer,Heron,930
30000163,Assjax33,Heron,1010
30000143,Angel kresta,Ibis,526
30000143,Angel kresta,Capsule,391
30000144,Crisisboy,Oracle,13342
30000144,XeeN Aurilen,Ferox,27040
30000142,Carter Phoenix,Imicus,885
30000144,Blake Walan,Amarr Shuttle,557
30000142,Alexander Brodyaga,Capsule,450
30000156,Jamier Legov,Maller,17936
30000156,Vanth Sorath,Executioner,1043
30000144,VorakMAN,Stratios,13458
30000144,VorakMAN,Capsule,461
30000142,Kwame Khardula,Capsule,421
30000142,Kwame Khardula,Venture,655
30000156,Lord Malic,Tristan,8803
30000143,Vishika,Capsule,450
30000142,Donnic,Capsule,461
30000142,Donnic,Thrasher,3068
30000144,Jaguar Meza,Capsule,383
30000156,dark102042 Arzi,Tristan,3152
30000143,Vishika,Crucifier,1038
30000144,Jaguar Meza,Executioner,1084
30000138,Darsis Saisima,Capsule,387
30000144,Alexander Brodyaga,Occator,12480
30000156,Tem Frey,Rupture,10981
30000144,Alexander Brodyaga,Capsule,455
30000156,Frank Bean,Breacher,10168
30000138,Darsis Saisima,Rokh,28409
30000156,Zensasha,Punisher,4092
30000138,Riksus Igunen,Capsule,432
30000162,Sasha Crystal,Capsule,461
30000156,Adrasteia Rhamnusia,Incursus,2584
30000138,Riksus Igunen,Bantam,2722
30000162,Sasha Crystal,Ibis,625
30000144,Zusulo,Tornado,5437
30000156,9Bone Xaak,Breacher,2519
30000156,Khador Vess,Atron,1350
30000144,Mary Austrene,Capsule,384
30000156,Negrodamus Hohenzollern,Punisher,4222
30000156,PhenixJr,Merlin,2244
30000156,Rise Altol,Executioner,1599
30000156,SuperNova221,Rifter,3426
30000156,SlugNuts,Rifter,2980
30000156,Colonel Auralia,Incursus,3478
30000156,Tokan Hasmephry,Incursus,2523
30000156,Exosphere,Executioner,1608
30000156,Winter S Daimon,Rifter,2305
30000138,Hula Hita,Capsule,407
30000139,Pookcaj Hakutou,Capsule,384
30000144,Becham,Capsule,434
30000144,Becham,Badger,5007
30000144,Douglas Maximus,Capsule,474
30000186,Denior Joat,Slasher,2420
30000144,Douglas Maximus,Leopard,588
30000144,Yurdenan Ellecon,Capsule,430
30000156,lolkol Hekki,Merlin,2829
30000156,Dj BigBelow,Velator,634
30000144,Yurdenan Ellecon,Heron,803
30000144,Morwina Alleile,Capsule,399
30000145,President Gibbs,Venture,750
30000144,Morwina Alleile,Velator,592
30000163,Jack of Hearts,Magnate,1022
30000197,Machtoa,Buzzard,1279
30000143,KOLLEKCIOHEP,Caldari Navy Hookbill,2070
30000138,Exod Kugisa,Tayra,3234
30000162,Brabus MercedesBenz,Tayra,3007
30000197,Joe Homerus,Crow,1306
30000144,Wolkus Rotsuda,Ibis,556
30000162,Darwin Archimede,Heron,880
30000144,HazyShade,Vherokior Probe,3919
30000144,HazyShade,Capsule,458
30000162,Wyatt Kuha,Providence,169569
30000142,Svyatoslav Roerich,Kestrel,2837
30000162,Maltov Makanen,Rifter,1507
30000197,Doria Morgen,Crusader,1578
30000144,Wolkus Rotsuda,Capsule,400
30000138,Veronika Altius,Thrasher,2764
30000144,Wolkus Rotsuda,Ibis,541
30000197,Volodya Rokfeller,Velator,583
30000162,State Hauler,Ibis,538
30000163,Lieutenant John Pike,Heron,1053
30000138,Abybe Oramara,Condor,917
30000180,Ildys Kado,Mobile Tractor Unit,50511
30000144,HazyShade,Mammoth,2266
30000154,TREMENDOJ,Condor,1388
30000144,Wolkus Rotsuda,Capsule,400
30000162,Chichi goten,Velator,495
30000144,Wolkus Rotsuda,Heron,899
30000162,Sephora Actual,Ibis,510
30000142,Meltropis,Capsule,467
30000186,Dudi Ripper,Capsule,418
30000186,Dudi Ripper,Drake,18881
30000186,Rain Stormcloud,Capsule,421
30000162,State Hauler,Ibis,538
30000186,Rain Stormcloud,Caldari Shuttle,512
30000162,Lost9,Ibis,517
30000144,zyalino,Prorator,4644
30000125,,Caldari Control Tower Small,14729186
30000156,Nollaaja4,Ibis,517
30000144,TOXA KARPICH,Capsule,451
30000156,Bones MacAttack,Atron,1785
30000156,SlugNuts,Executioner,1792
30000144,TOXA KARPICH,Talos,7006
30000139,TheSK,Capsule,424
30000162,Sephora Actual,Ibis,520
30000199,Jok3Rrs,Vexor,25256
30000186,Aschien Kashada,Procurer,27244
30000156,Colonel Auralia,Cormorant,2779
30000153,Ladgerda Belleville,Tayra,6096
30000186,sokol18 Binchiette,Vexor,5353
30000156,PhenixJr,Merlin,2922
30000154,Winter S Daimon,Rifter,3481
30000186,sokol18 Binchiette,Capsule,387
30000156,DIGGER1,Thrasher,5317
30000156,mahadin,Crusader,1596
30000156,Martha Gomerz,Condor,1044
30000162,Radical TwistofFate,Ibis,523
30000182,Vynrial Esubria,Capsule,447
30000139,Onzo Eto,Capsule,436
30000156,Ghenghes Khan,Coercer,5841
30000186,FilimoN I,Drake,19346
30000186,FilimoN I,Capsule,424
30000182,Vynrial Esubria,Velator,666
30000156,Bones MacAttack,Catalyst,3075
30000156,Winter S Daimon,Rifter,2598
30000162,Radical TwistofFate,Capsule,391
30000156,The Gammong,Dragoon,4693
30000162,Sephora Actual,Capsule,384
30000162,Radical TwistofFate,Ibis,523
30000162,Radical TwistofFate,Capsule,391
30000162,Radical TwistofFate,Ibis,523
30000162,Sephora Actual,Ibis,506
30000143,CrowJane,Capsule,419
30000162,Radical TwistofFate,Capsule,391
30000156,Bones MacAttack,Tristan,2189
30000162,Sephora Actual,Capsule,384
30000143,CrowJane,Ibis,578
30000143,Fridrih Urman,Capsule,405
30000162,Sephora Actual,Ibis,517
30000162,Radical TwistofFate,Ibis,523
30000162,Sephora Actual,Capsule,384
30000156,Void Touch,Rifter,5541
30000162,Sephora Actual,Ibis,517
30000156,Winter S Daimon,Rifter,2598
30000156,Negrodamus Hohenzollern,Maller,17561
30000156,lolkol Hekki,Merlin,2779
30000144,nameless Mayaki,Bantam,1117
30000144,nameless Mayaki,Capsule,413
30000156,xxlluffa,Incursus,9353
30000156,Darren Panala,Kestrel,3613
30000162,Lili Disaster,Reaper,497
30000186,Tombstone Carver,Slasher,3112
30000142,Jane Clarence,Hyperion,64977
30000156,lolkol Hekki,Merlin,2746
30000154,Martha Gomerz,Condor,1910
30000155,Hidz Yaken,Incursus,1659
30000155,Hidz Yaken,Capsule,450
30000186,Saul Goodmans,Cormorant,3393
30000162,McJack Sully,Reaper,490
30000139,Pentha Sukarala,Capsule,433
30000144,Richard Futhark,Cormorant,2633
30000144,Richard Futhark,Capsule,417
30000156,Zwille Zwanglos,Iteron Mark V,1381
30000145,Lilit Nya,Bantam,1195
30000162,jimelou FDE Newar,Drake,18224
30000144,Aaaarrgg,Thrasher,2799
30000163,Jack of Hearts,Magnate,987
30000197,canio zarj,Drake,37849
30000197,Gray Kalfren,Hurricane,27424
30000162,sikshotsgt Renalard,Capsule,454
30000144,Zwo Zateki,Mobile Depot,11255
30000144,Zwo Zateki,Mobile Depot,12030
30000142,Yummy Yummy Yummy,Catalyst,2326
30000186,Xarlox,Slasher,2394
30000186,Denior Joat,Slasher,2252
30000186,Carlita Desposito,Tornado,6599
30000142,Max Gipfel,Capsule,445
30000169,MienD,Sin,30436
30000142,Max Gipfel,Velator,655
30000144,Sange Virpio,Capsule,408
30000142,Jax Peliot Garander,Miasmos,5013
30000162,Devalo,Deimos,10141
30000162,Lili Disaster,Reaper,497
30000153,Carmeth Andari,Velator,680
30000153,Tau Paul Aihaken,Capsule,461
30000153,Tyrek Marlinsano,Reaper,584
30000142,ssssasdasdadawd Otsito,Capsule,384
30000144,Fonsbi Issier,Capsule,451
30000169,Tamara Win,Hurricane,21337
30000162,Tyddewi Kouvo,Ibis,517
30000162,Protek Pronter,Velator,609
30000186,Crusader Colossus,Myrmidon,14964
30000186,Miku Append,Maller,16842
30000162,Tolsto,Reaper,450
30000139,erekiel,Wreathe,17513
30000139,erekiel,Capsule,450
30000186,mastaBLASTA88,Capsule,401
30000186,mastaBLASTA88,Reaper,513
30000199,steady,Astarte,20331
30000199,Dato Koppla,Sleipnir,29547
30000156,Yankunytjatjara,Corax,3094
30000142,ApTI1k,Epithal,4128
30000119,Majin Boo Naari,Hulk,6786
30000139,Beda13,Capsule,438
30000142,I like PEW,Capsule,391
30000186,Andrey Kelmalu,Capsule,461
30000186,Andrey Kelmalu,Talos,19013
30000142,astalyne altol,Capsule,384
30000169,Dusty Attemboroux,Proteus,6223
30000186,Forsi Amatin,Vexor,6114
30000144,Gwladys Mims,Capsule,458
30000142,Tral Karith,Probe,1111
30000162,Dani Black,Iteron Mark V,1691
30000142,Khan Skor,Slasher,2684
30000186,Walker Anneto,Venture,632
30000186,Walker Anneto,Capsule,420
30000142,MooN AJ,Taranis,1645
30000142,MooN AJ,Capsule,454
30000142,TaiChar Jouhinen,Capsule,413
30000156,DIGGER1,Breacher,3531
30000156,Carinebudden,Atron,4028
30000156,Joe Grayne,Atron,1343
30000153,Ghost InTheShip,Tayra,3486
30000156,Joe Grayne,Atron,3414
30000157,Fi Gus,Thrasher,4382
30000156,Lilit Nya,Sukuuvestaa Heron,929
30000153,Jormun Kamu,Slasher,2092
30000142,Varvar Skir,Mobile Tractor Unit,45437
30000142,Artem BY,Harpy,4512
30000156,Joe Grayne,Atron,4948
30000139,Boring SpaceMarine,Capsule,432
30000169,iBeacon 1,Bantam,1086
30000156,Hadriel Virpio,Atron,1301
30000156,Winter S Daimon,Rifter,2139
30000156,Beowulf X,Vengeance,2997
30000142,zecklen Anneto,Incursus,1676
30000157,TREMENDOJ,Condor,1789
30000156,Legedric Striker,Kestrel,7154
30000164,iHunter,Omen,9703
30000156,Michael Buble,Punisher,3748
30000156,Fi Gus,Ishkur,3683
30000156,EnyoEnyoEnyoEnyoEnyoEnyo EnyoEnyoEnyo,Incursus,2909
30000156,Legedric Striker,Kestrel,4593
30000156,Joe Grayne,Atron,2547
30000156,Ace Rimmmer,Rupture,7910
30000157,Winry Tapferstahl,Kestrel,1350
30000145,Serena Ituis,Ibis,610
30000156,Joe Grayne,Atron,2329
30000153,Sentis Nalelmir,Merlin,3176
30000156,Michael Buble,Catalyst,3016
30000156,Ace Rimmmer,Rupture,7905
30000142,Drakoon Oumis,Capsule,439
30000156,Legedric Striker,Kestrel,4828
30000182,Ekotaru,Crucifier,791
30000182,ylo Keikira,Mobile Tractor Unit,50328
30000156,Joe Grayne,Atron,2060
30000142,Evrus,Leopard,556
30000186,Jason Primary,Capsule,402
30000145,Carmeth Andari,Velator,680
30000186,Jason Primary,Cormorant,2522
30000156,Joe Grayne,Atron,1693
30000145,Praelar Maanz,Reaper,593
30000145,Tarlence,Ibis,625
30000145,Aedaric,Reaper,594
30000145,Tau Paul Aihaken,Ibis,625
30000145,Moba Ge,Ibis,625
30000145,Tyrek Marlinsano,Reaper,585
30000139,Jrkan Yarik,Capsule,461
30000156,Ace Rimmmer,Thrasher,2630
30000156,xXDIESLEXx,Incursus,2996
30000156,lolkol Hekki,Merlin,1440
30000156,Cmdr FlipFlop,Dragoon,5097
30000156,Legedric Striker,Kestrel,4091
30000142,Will Hendar,Capsule,416
30000142,Will Hendar,Reaper,538
30000162,Selina S,Iteron Mark V,1604
30000200,Beast necromancer,Proteus,29528
30000142,Melinhor XIIV,Capsule,444
30000142,Omnomnom Nomz,Gallente Shuttle,448
30000145,Admiral Chrom,Thrasher,2557
30000156,Irka Khamsi,Executioner,1235
30000145,Van Doe,Ibis,601
30000156,xXDIESLEXx,Coercer,2772
30000142,Lillith Estidal,Heron,820
30000156,kellys woman,Slasher,1835
30000142,MourningWolf,Capsule,394
30000169,Igor Stravini,Heron,878
30000142,MourningWolf,Stratios,7285
30000180,Kirra Tarren,Venture,656
30000186,Frixiooon,Federation Navy Comet,3646
30000142,Omnomnom Nomz,Capsule,391
30000144,Aedrum,Abaddon,29340
30000144,Aedrum,Capsule,458
30000142,RIPkillemall,Capsule,461
30000142,RIPkillemall,Buzzard,1371
30000186,Maer Ling,Caracal,8429
30000186,Maer Ling,Capsule,413
30000139,Awot Awot,Impairor,656
30000156,Erymrog,Talwar,4104
30000156,jesta9987,Ishtar,25716
30000156,Jormun Kamu,Breacher,1623
30000142,Arhangel13 Arhangel13,Miasmos,2523
30000156,Sentis Nalelmir,Incursus,1866
30000156,Jagtor,Rifter,2944
30000169,Felborne Moonlight,Breacher,1278
30000156,jesta9987,Incursus,1938
30000156,Jita Knight Tsasa,Executioner,1828
30000157,Dexter Philips,Tristan,1667
30000157,Chap Uitoh,Atron,1303
30000139,CyRiLPaSTiS1,Capsule,387
30000139,CyRiLPaSTiS1,Ibis,527
30000157,Chap Uitoh,Wolf,2648
30000142,KARASFISH22 RIBA,Merlin,2227
30000142,KARASFISH22 RIBA,Capsule,395
30000157,Jason Barksdale,Merlin,1711
30000162,Sasha Crystal,Ibis,625
30000142,Alphea Demigod,Bestower,5092
30000144,ammarianec xxx,Capsule,407
30000186,Gottl Gum,Hurricane,19391
30000142,Hi There 01,Amarr Shuttle,574
30000144,ammarianec xxx,Retriever,6511
30000142,Morus III,Augoror,10883
30000142,doc know,Thrasher,2903
30000142,zecklen Anneto,Wolf,2914
30000156,Because WhyNot,Rifter,1857
30000142,Pulber,Capsule,461
30000142,Pulber,Caldari Shuttle,557
30000162,GTO-2,Ibis,517
30000142,Valeriy Arendarenko,Capsule,447
30000142,Valeriy Arendarenko,Viator,6594
30000142,Boo Hill,Hawk,5329
30000142,Ronan Dex Askulf,Thrasher,2487
30000145,Xavier Domino,Drake,33967
30000142,Sir Ivan McButts,Capsule,402
30000142,Anatoly Punishment,Ibis,558
30000142,Anatoly Punishment,Capsule,413
30000142,Sir Ivan McButts,Executioner,1142
30000157,Lord Malic,Omen,23716
30000142,Reikkonkun,Crusader,1298
30000142,Infernari Ellecon,Iteron Mark V,1602
30000156,ArcLos Xyn,Talwar,3776
30000156,Bacon Pizza,Crucifier,1854
30000142,Xezox,Ibis,543
30000142,Xinth,Raptor,1431
30000142,Travis Erata,Capsule,428
30000142,Cain Commissar,Velator,633
30000142,Cain Commissar,Capsule,428
30000142,Travis Erata,Caldari Shuttle,510
30000142,Smoke Atrun,Mammoth,2686
30000142,Lance Okasai,Capsule,413
30000157,Angelo427,Punisher,2003
30000180,Kirra Tarren,Slasher,896
30000144,Ascetic Ray,Capsule,436
30000142,kot penoplast,Capsule,442
30000142,Shauni Avellar,Capsule,458
30000142,kot penoplast,Caldari Navy Hookbill,2250
30000157,kellys woman,Keres,2280
30000162,Mr Cyno One,Ibis,534
30000157,Nikel Dadunur,Rifter,3148
30000142,Hi There 01,Capsule,461
30000142,Dizel Kion,Kitsune,1107
30000142,Dizel Kion,Capsule,435
30000142,Usell Ibuy,Imicus,951
30000142,Lance Okasai,Capsule,413
30000156,Herus Heimdal,Tristan,2002
30000142,Lance Okasai,Merlin,1395
30000169,nikusyoku,Armageddon,53262
30000156,Moiare,Incursus,1990
30000162,Kaveesh,Executioner,1270
30000142,Delexii,Amarr Shuttle,501
30000156,Firey Jack,Incursus,4867
30000156,Herus Heimdal,Vexor,11580
30000142,pvp pve,Capsule,410
30000142,pvp pve,Condor,925
30000142,zecklen Anneto,Talwar,2719
30000142,Plastic Hinken,Sukuuvestaa Heron,930
30000156,ArcLos Xyn,Atron,1267
30000156,Angelo427,Punisher,2026
30000162,Dai,Ibis,625
30000156,Bacon Pizza,Atron,2668
30000142,Niko Disel,Capsule,466
30000142,Delexii,Ibis,565
30000156,Crazy Dogbreath,Maller,40862
30000142,kot penoplast,Gnosis,15482
30000156,Herus Heimdal,Vexor,11570
30000156,Nydon en Leaiux,Algos,4906
30000156,PLeonast,Algos,5552
30000156,Zohl,Crow,1471
30000142,Delexii,Capsule,421
30000142,Delexii,Amarr Shuttle,501
30000142,Felius Fog,Capsule,458
30000156,Moiare,Incursus,1976
30000142,Axe D Grams,Astero,1648
30000142,Axe D Grams,Capsule,447
30000142,Soopraholic,Capsule,461
30000142,Tank T72,Capsule,453
30000142,Freedom Munition,Ibis,542
30000142,Freedom Munition,Capsule,402
30000142,zecklen Anneto,Merlin,3233
30000186,Sergey Xottabich,Caracal,45611
30000142,Delexii,Capsule,421
30000142,Delexii,Bestower,1539
30000142,Soopraholic,Miasmos,2162
30000142,Lincog,Capsule,424
30000156,Moiare,Condor,1525
30000142,Lincog,Cormorant,3546
30000157,Yankunytjatjara,Atron,1278
30000142,Black Bart Pirate,Reaper,567
30000157,Nydon en Leaiux,Algos,3875
30000142,Blade Wesson,Reaper,527
30000142,Lance Okasai,Capsule,413
30000142,Blade Wesson,Capsule,422
30000142,Lance Okasai,Thrasher,2639
30000142,pvp pve,Capsule,410
30000142,Justin Spacemonkey,Raptor,1325
30000142,Justin Spacemonkey,Capsule,447
30000142,pvp pve,Condor,925
30000157,Kanabe Kaisan,Algos,3279
30000157,Jason Barksdale,Kestrel,1352
30000142,kot penoplast,Tayra,2422
30000142,kot penoplast,Capsule,443
30000142,Blade Wesson,Procurer,20950
30000142,Tank T72,Capsule,455
30000142,Masman Khurelem,Capsule,399
30000142,Masman Khurelem,Sigil,3907
30000142,Tank T72,Tayra,2486
30000156,Bacon Pizza,Rifter,1972
30000180,Krynn Delph,Rifter,4207
30000181,Tvornica Zakovica Cavlici,Mobile Tractor Unit,50414
30000142,Dominia Geronimo,Tristan,3561
30000157,Bacon Pizza,Rifter,2152
30000142,Iro Kozaki,Heron,1174
30000142,Hi There 01,Capsule,461
30000156,9Bone Xaak,Kestrel,1493
30000156,Mezzanti,Executioner,1177
30000153,Marijn Cadelanne,Nereus,5082
30000197,Ulfie Starke,Capsule,418
30000197,Ulfie Starke,Imicus,1004
30000144,1KaPitan Ochevidnost,Maller,6606
30000144,1KaPitan Ochevidnost,Capsule,413
30000156,schmitty Boirelle,Caracal,10542
30000142,xBlueLightx,Slasher,2753
