KillID,AName,AShip,AWeapom,ASecurity,ADamage
36445644,AdiPromillo,Taranis,125mm Compressed Coil Gun I,3.7,0
36445650,FaFneir,Malediction,Caldari Navy Scourge Light Missile,4.218395,123
36445650,Mandarb al'Vere,Taranis,Taranis,5,260
36445650,Dave Orilian,Crow,X5 Prototype Engine Enervator,3.3,0
36445650,magic don,Crow,Warp Disruptor II,-1.5,0
36445650,Prootje,Crow,Warp Disruptor II,5,0
36445650,Petal Asanari,Crow,Warp Disruptor II,1.5,0
36445650,Dejman,Malediction,Warp Disruptor II,5,0
36445650,Gamma Twlight,Stiletto,Dread Guristas Warp Disruptor,4.8,0
36445650,psycholwd,Crow,Warp Disruptor II,3.9,0
36445650,Shrydon,Crow,Warp Disruptor II,5,0
36445592,Dave Orilian,Crow,Caldari Navy Scourge Light Missile,3.296615,235
36445592,AndrewHunt,Malediction,Caldari Navy Scourge Light Missile,4.6,167
36445592,Kurator,Stiletto,Stasis Webifier II,2.1,0
36445592,Maleg Yanumano,Crow,Warp Disruptor II,4.4,0
36445592,Hitonme Aivo,Crow,Upgraded 'Malkuth' Light Missile Launcher,4,0
36445592,Alex Quintane,Malediction,Faint Epsilon Warp Scrambler I,-4,0
36445592,Gamma Twlight,Stiletto,Prototype 'Arbalest' Light Missile Launcher,4.8,0
36445592,AdiPromillo,Taranis,Warp Disruptor II,3.7,0
36445592,magic don,Crow,Light Missile Launcher II,-1.5,0
36445592,FaFneir,Malediction,Light Missile Launcher I,4.2,0
36445592,Prootje,Crow,Warp Disruptor II,5,0
36445592,Cadune Amilion,Stiletto,'Arbalest' Rocket Launcher I,4.6,0
36445592,Asbaq Khanid,Crow,Warp Disruptor II,5,0
36445592,RAY CHARLE5,Stiletto,Stasis Webifier II,-2.4,0
36445592,0mura Takamori,Taranis,Light Electron Blaster II,1.2,0
36445592,Dejman,Malediction,Limited 'Limos' Light Missile Launcher,5,0
36445066,magic don,Crow,Scourge Fury Light Missile,-1.500097,143
36445066,Hitonme Aivo,Crow,Caldari Navy Scourge Light Missile,4,311
36445066,Prootje,Crow,Warp Disruptor II,5,0
36445066,Kurator,Stiletto,Stasis Webifier II,2.1,0
36445066,RAY CHARLE5,Stiletto,Warp Scrambler II,-2.4,0
36445066,Mandarb al'Vere,Taranis,Faint Warp Disruptor I,5,0
36445066,Cadune Amilion,Stiletto,Warp Disruptor II,4.6,0
36445066,Lola Alphonse,Crow,Experimental TE-2100 Light Missile Launcher,-0.8,0
36445066,psycholwd,Crow,Warp Disruptor II,3.9,0
36445066,FaFneir,Malediction,Light Missile Launcher I,4.2,0
36445066,0mura Takamori,Taranis,Faint Epsilon Warp Scrambler I,1.2,0
36445066,AndrewHunt,Malediction,Upgraded 'Malkuth' Light Missile Launcher,4.6,0
36445066,Dave Orilian,Crow,Upgraded 'Malkuth' Light Missile Launcher,3.3,0
36445066,Dejman,Malediction,Warp Disruptor II,5,0
36445066,Petal Asanari,Crow,Warp Disruptor II,1.5,0
36445066,Soulnectar,Malediction,Warp Disruptor II,4.2,0
36445066,Templar Thara,Malediction,Warp Disruptor II,-1.5,0
36445066,Maleg Yanumano,Crow,Warp Disruptor II,4.4,0
36445066,Gamma Twlight,Stiletto,250mm Light Artillery Cannon II,4.8,0
36445066,Callduron,Malediction,Warp Disruptor II,0.2,0
36445066,AdiPromillo,Taranis,Warp Disruptor II,3.7,0
36445031,Mandarb al'Vere,Taranis,150mm Railgun II,5.002361,1783
36445031,0mura Takamori,Taranis,Taranis,1.2,1566
36445031,magic don,Crow,Scourge Fury Light Missile,-1.5,1409
36445031,Callduron,Malediction,Caldari Navy Mjolnir Light Missile,0.2,1295
36445031,Dave Orilian,Crow,Caldari Navy Scourge Light Missile,3.3,1146
36445031,Alex Quintane,Malediction,Faint Epsilon Warp Scrambler I,-4,1025
36445031,Cadune Amilion,Stiletto,Caldari Navy Inferno Rocket,4.6,979
36445031,psycholwd,Crow,Caldari Navy Scourge Light Missile,3.9,954
36445031,Hitonme Aivo,Crow,Caldari Navy Scourge Light Missile,4,954
36445031,Petal Asanari,Crow,Caldari Navy Scourge Light Missile,1.5,947
36445031,Lola Alphonse,Crow,Caldari Navy Scourge Light Missile,-0.8,826
36445031,Maleg Yanumano,Crow,Caldari Navy Scourge Light Missile,4.4,598
36445031,FaFneir,Malediction,Caldari Navy Scourge Light Missile,4.2,596
36445031,AndrewHunt,Malediction,Caldari Navy Scourge Light Missile,4.6,591
36445031,Prootje,Crow,Caldari Navy Scourge Light Missile,5,583
36445031,Gamma Twlight,Stiletto,Stiletto,4.8,360
36445031,Dejman,Malediction,Limited 'Limos' Light Missile Launcher,5,271
36445031,AdiPromillo,Taranis,Taranis,3.7,212
36445031,Soulnectar,Malediction,Malediction,4.2,198
36445031,Kurator,Stiletto,Warp Disruptor II,2.1,0
36445031,RAY CHARLE5,Stiletto,Warp Scrambler II,-2.4,0
36444209,0mura Takamori,Taranis,Light Electron Blaster II,1.176102,7
36444209,Gamma Twlight,Stiletto,Stiletto,4.8,237
36444209,FaFneir,Malediction,Caldari Navy Scourge Light Missile,4.2,162
36444209,Templar Thara,Malediction,Limited 'Limos' Light Missile Launcher,-1.5,0
36444209,Dejman,Malediction,Limited 'Limos' Light Missile Launcher,5,0
36444209,Soulnectar,Malediction,Dual Light Pulse Laser II,4.2,0
36444209,Maleg Yanumano,Crow,Warp Disruptor II,4.4,0
36444209,Kurator,Stiletto,Small Energy Neutralizer II,2.1,0
36444209,RAY CHARLE5,Stiletto,Warp Disruptor II,-2.4,0
36444153,0mura Takamori,Taranis,Light Electron Blaster II,1.176102,61
36444153,FaFneir,Malediction,Caldari Navy Scourge Light Missile,4.2,301
36444153,Dejman,Malediction,Caldari Navy Nova Light Missile,5,212
36444153,Kurator,Stiletto,Small Energy Neutralizer II,2.1,0
36444153,Gamma Twlight,Stiletto,Dread Guristas Warp Disruptor,4.8,0
36444153,Maleg Yanumano,Crow,Warp Disruptor II,4.4,0
36444153,RAY CHARLE5,Stiletto,Warp Disruptor II,-2.4,0
36443887,Buff Oksaras,Scythe Fleet Issue,Caldari Navy Inferno Light Missile,-1.183427,3834
36443809,Kerhs,Enyo,Light Ion Blaster II,-0.008735027,413
36443748,Kerhs,Enyo,Light Ion Blaster II,-0.008735027,838
36443580,Crash Course,Dramiel,150mm Light AutoCannon II,5.002458,1469
36443568,Crash Course,Dramiel,Hobgoblin II,5.002458,1503
36442235,Kondorssonsson,Purifier,Caldari Navy Mjolnir Torpedo,3.004115,462
36442190,Don Tzero,Rupture,220mm Vulcan AutoCannon II,5.001634,912
36441920,Kondorssonsson,Purifier,Caldari Navy Mjolnir Torpedo,3.004115,24418
36441266,gardorian,Harbinger,Heavy Pulse Laser II,2.869817,434
36441267,Erinion,Hurricane,425mm AutoCannon II,4.413718,67
36441267,Merc HakunaMatata,Stratios,Hammerhead II,5,413
36441242,gardorian,Harbinger,Hammerhead II,2.869817,5165
36441242,Erinion,Hurricane,Hornet II,4.4,8214
36441242,jon20080920,Gila,Garde II,5,3899
36441242,Merc HakunaMatata,Stratios,Hammerhead II,5,2839
36441242,jonjacob,Onyx,Stasis Webifier II,5,0
36441216,Merc HakunaMatata,Stratios,Hammerhead II,5.000334,1300
36441216,jon20080920,Gila,Garde II,5,7282
36441216,jonjacob,Onyx,Scourge Fury Light Missile,5,6206
36441216,gardorian,Harbinger,Hammerhead II,2.9,4063
36441216,Erinion,Hurricane,Hurricane,4.4,3244
36441218,TN Gr1mmage,Thrasher,200mm AutoCannon II,1.711533,461
36441219,TN Gr1mmage,Thrasher,200mm AutoCannon II,1.711533,461
36440365,Crash Course,Vagabond,Dual 180mm AutoCannon II,5.002458,6513
36440365,TN Gr1mmage,Deimos,Hammerhead II,1.7,3562
36440197,Remmee Fortemon,Vagabond,220mm Vulcan AutoCannon II,3.992812,1347
36440197,Mangzane Wookie,Vexor,Warp Disruptor II,5,0
36440202,Remmee Fortemon,Vagabond,220mm Vulcan AutoCannon II,3.992812,445
36440202,Mangzane Wookie,Vexor,Warp Disruptor II,5,0
36439243,Salad Askold,Stabber,220mm Vulcan AutoCannon II,-1.255705,1828
36439070,Bendee,Hound,Caldari Navy Nova Torpedo,5.003372,421
36439034,Bendee,Hound,Caldari Navy Nova Torpedo,5.003372,512
36438609,ono jiao,Talos,Warrior II,0.9329774,461
36438542,ono jiao,Talos,Modal Mega Ion Particle Accelerator I,0.9329774,10794
36438542,Lupel d'Argon,#System,Light Ion Blaster I,5,689
36438542,Cherry Hydra,#System,Warp Disruptor II,4.9,303
36438542,Arnadna Lucky,#System,Stiletto,4.9,18
36438366,Kerhs,Deimos,Heavy Ion Blaster II,-0.0109875,1099
36438079,StrydeTaz,Loki,220mm Vulcan AutoCannon II,3.523343,461
36437595,Revan Crow,Ares,Light Neutron Blaster II,4.02454,156
36437595,Gaskon,Cynabal,Cynabal,-9.2,533
36437477,Halika Androm,Naglfar,Quad 3500mm Siege Artillery I,-1.900979,507
36436044,Kerhs,Deimos,Hammerhead II,-0.0109875,12579
36436044,LordShazbot,Omen Navy Issue,Hobgoblin II,5,3357
36436044,Yun Kuai,Ares,Ares,-5.4,3039
36436023,Yurhil,Raven,Scourge Precision Cruise Missile,5.006394,432
36436023,Jarlek,Helios,Gallente Encounter Surveillance System,-0.1,0
36435948,Yurhil,Raven,Scourge Precision Cruise Missile,5.006394,946
36435948,Jarlek,Helios,Gallente Encounter Surveillance System,-0.1,0
36435589,Consumata,Raptor,Light Neutron Blaster II,0.1719316,1703
36435593,Aum Fierythough,Vagabond,220mm Vulcan AutoCannon II,3.431753,1338
36435593,Gaskon,Cynabal,Cynabal,-9.2,1400
36435593,Revan Crow,Capsule,Warp Disruptor II,4,79
36435049,G Genetic,Sabre,150mm Light AutoCannon II,-1.065807,402
36435034,G Genetic,Sabre,150mm Light AutoCannon II,-1.065807,1082
36433088,LordShazbot,Enyo,Light Ion Blaster II,5.001643,408
36433070,LordShazbot,Enyo,Light Ion Blaster II,5.001643,852
36432599,LordShazbot,Enyo,Light Ion Blaster II,5.001643,426
36432574,LordShazbot,Enyo,Light Ion Blaster II,5.001643,843
36432384,LordShazbot,Enyo,Light Ion Blaster II,5.001643,1420
36431974,Cooder,Cynabal,720mm Howitzer Artillery II,0.4412786,6089
36431974,testysoul,Cynabal,Valkyrie II,4.6,6098
36431974,GodaFellah,Curse,Valkyrie II,0,2688
36431974,,Mobile Medium Warp Disruptor II,#System,0,0
36431677,Anomena,Exequror Navy Issue,200mm Railgun II,-2.037789,38576
36431160,LordShazbot,Enyo,Light Ion Blaster II,5.001643,420
36431144,LordShazbot,Enyo,Light Ion Blaster II,5.001643,1822
36431149,LordShazbot,Enyo,Light Ion Blaster II,5.001643,424
36431149,Lilly Fransisco,#System,Mobile Medium Warp Disruptor I,0.3,0
36431139,LordShazbot,Enyo,Light Ion Blaster II,5.001643,3335
36430886,LordShazbot,Enyo,Light Ion Blaster II,5.001643,399
36430886,Lilly Fransisco,#System,Mobile Medium Warp Disruptor I,0.3,0
36430868,LordShazbot,Enyo,Light Ion Blaster II,5.001643,2345
36430868,Lilly Fransisco,#System,Mobile Medium Warp Disruptor I,0.3,0
36430424,LordShazbot,Enyo,Light Ion Blaster II,5.001643,407
36430404,LordShazbot,Enyo,Light Ion Blaster II,5.001643,864
36430322,LordShazbot,Enyo,Light Ion Blaster II,5.001643,427
36430314,LordShazbot,Enyo,Light Ion Blaster II,5.001643,1234
36430121,LordShazbot,Enyo,Light Ion Blaster II,5.001643,1462
36429892,LordShazbot,Enyo,Light Ion Blaster II,5.001643,391
36429880,LordShazbot,Enyo,Light Ion Blaster II,5.001643,833
36429542,LordShazbot,Enyo,Light Ion Blaster II,5.001643,408
36428884,Rasmier,Naga,Modal Mega Neutron Particle Accelerator I,5.002455,421
36428870,Rasmier,Naga,Modal Mega Neutron Particle Accelerator I,5.002455,1392
36426050,Michelle Ambramotte,Naga,Neutron Blaster Cannon II,0.09758936,14860
36426050,,Scourge Torpedo,#System,0,546
36424508,Leeob Necrobob,Malediction,Caldari Navy Mjolnir Rocket,3.975153,1759
36424508,Dohickey,Malediction,Caldari Navy Mjolnir Light Missile,-3.1,8041
36424508,Kassasis Dakkstromri,Stiletto,Stiletto,2.2,7292
36424508,blades wife blade,Taranis,Taranis,1.9,6638
36424508,Minerva Higgins,Claw,Claw,1.5,5379
36424508,Kurator,Stiletto,Stiletto,2.1,3425
36424508,Leifler,Crow,Caldari Navy Scourge Light Missile,2.2,3309
36424508,Gamma Twlight,Stiletto,Caldari Navy Mjolnir Light Missile,4.6,3267
36424508,FaFneir,Malediction,Caldari Navy Scourge Light Missile,3.9,3244
36424508,Zenergi,Malediction,Nova Light Missile,-0.6,1505
36424508,RustyNDH,Stiletto,Stiletto,2.1,1258
36424415,Herus Heimdal,Vexor,Warrior II,-0.6019761,2591
36424123,FaFneir,Malediction,Caldari Navy Scourge Light Missile,3.918485,4686
36424123,Minerva Higgins,Claw,Claw,1.5,10635
36424123,Dohickey,Malediction,Caldari Navy Nova Light Missile,-3.1,6771
36424123,Kurator,Stiletto,Small Energy Neutralizer II,2.1,5626
36424123,Leeob Necrobob,Malediction,Caldari Navy Mjolnir Rocket,4,5006
36424123,Dunbar Hulan,Malediction,Mjolnir Rage Rocket,1.2,4850
36424123,Gamma Twlight,Stiletto,250mm Light Artillery Cannon II,4.6,4699
36424123,blades wife blade,Taranis,Warrior II,1.9,2497
36424123,Zenergi,Malediction,Caldari Navy Scourge Light Missile,-0.6,1969
36424123,RustyNDH,Stiletto,Warp Disruptor II,2.1,0
36424087,Gamma Twlight,Stiletto,250mm Light Artillery Cannon II,4.609541,5850
36424087,,Scourge Cruise Missile,#System,0,88322
36424087,Dunbar Hulan,Malediction,Mjolnir Rage Rocket,1.2,7251
36424087,Minerva Higgins,Claw,Claw,1.5,5782
36424087,Leeob Necrobob,Malediction,Caldari Navy Mjolnir Rocket,4,4712
36424087,Dohickey,Malediction,Caldari Navy Nova Light Missile,-3.1,4196
36424087,blades wife blade,Taranis,Warrior II,1.9,3322
36424087,Kurator,Stiletto,Stiletto,2.1,2325
36424087,Kassasis Dakkstromri,Stiletto,Stiletto,2.2,2083
36424087,RustyNDH,Stiletto,Stiletto,2.1,1847
36424087,Zenergi,Malediction,Caldari Navy Scourge Light Missile,-0.6,854
36424087,Nugget Onnlin,Breacher,J5 Prototype Warp Disruptor I,-0.1,0
36421847,Bruce Ichinumi,Hawk,Caldari Navy Scourge Rocket,0.1099324,734
36420672,Bruthic,Claw,280mm Howitzer Artillery II,1.894337,282
36420672,Krastin Kernatastere,Claw,Claw,5,175
36420672,Kira Distler,Stiletto,Warp Disruptor II,-0.1,0
36420672,Tyton Rynite,Crow,Warp Disruptor II,5,0
36420672,Eugen vanDan,Malediction,Faint Warp Disruptor I,5,0
36420672,Ken Cook,Crow,Prototype 'Arbalest' Light Missile Launcher,-0.8,0
36420647,ZeusCommander,Panther,Dual 650mm Repeating Cannon II,0.1583501,6812
36420647,KillerCorp,Sin,Ogre II,1.7,2031
36420654,KillerCorp,Sin,Ogre II,1.660361,3864
36420654,ZeusCommander,Panther,Berserker II,0.2,6823
36420654,Wer DNA,Tengu,Federation Navy Stasis Webifier,0,0
36420645,Bubonj Chent-Shi,Slasher,125mm Gatling AutoCannon I,1.440457,284
36420645,Tyton Rynite,Crow,Caldari Navy Scourge Light Missile,5,1408
36420645,Tavore Delat,Crow,Caldari Navy Scourge Light Missile,0.1,1160
36420645,Guilard Nier,Crow,Caldari Navy Scourge Light Missile,4.8,1131
36420645,Krastin Kernatastere,Claw,Claw,5,1107
36420645,Eugen vanDan,Malediction,Caldari Navy Nova Light Missile,5,854
36420645,Cap'n Schmitty,Harpy,Harpy,5,768
36420645,Bruthic,Claw,Claw,1.9,727
36420645,Ken Cook,Crow,Guristas Scourge Light Missile,-0.8,685
36420645,BuyWonderBread,Dramiel,Warrior II,3.3,501
36420645,Anastasios Ozuwara,Stiletto,Stiletto,1.8,401
36420645,ShinRai Varear,Stiletto,Dread Guristas Mjolnir Rocket,4,359
36420645,Bill Kado,Wolf,Wolf,4.7,317
36420645,assass1n10 thecreed,Slasher,Slasher,4.9,301
36420645,Hex Hang'un,Rifter,Mjolnir Rocket,4.8,257
36420645,Tobs Hanomaa,Slasher,Slasher,5,234
36420645,Sarah Marathari,Rifter,Rifter,4.3,230
36420645,Markus Junus,Slasher,Slasher,0.2,217
36420645,Jegg Shi,Slasher,Slasher,5,205
36420645,Cyclo Hexanol,Rifter,Nova Rocket,0.6,148
36420645,Tialano Utrigas,Claw,200mm AutoCannon II,4.9,145
36420645,Kobyashimaru,Republic Fleet Firetail,Republic Fleet Firetail,5,141
36420645,Cannibal Clown,Rifter,Rifter,2.2,125
36420645,Melusyne Utrigas,Stiletto,Stiletto,5,69
36420645,Kelzoran Arkaral,Rifter,Caldari Navy Nova Rocket,1.1,46
36420645,Subutai Saul,Slasher,Slasher,0.8,23
36420645,Tony Ormandon,Stiletto,150mm Light AutoCannon II,5,0
36420645,Hiro Koraka,Slasher,125mm Gatling AutoCannon I,1.3,0
36420645,Gith Willer,Slasher,Patterned Stasis Web I,0.3,0
36420645,Jon Malak,Slasher,J5 Prototype Warp Disruptor I,0.1,0
36420645,legionlord knightshadow,Slasher,125mm Gatling AutoCannon I,5,0
36420645,Rob Giles,Stiletto,Warp Disruptor II,4.9,0
36420645,Kira Distler,Stiletto,Warp Disruptor II,-0.1,0
36420645,Lafonda Jones,Hyena,125mm Gatling AutoCannon II,4.9,0
36420645,Inhalation ironfist,Vigil,Parallel Weapon Navigation Transmitter,3,0
36420645,Unus Invictus,Slasher,125mm Gatling AutoCannon I,1.4,0
36420645,Bambi Firekite,Griffin,Enfeebling Phase Inversion ECM I,5,0
36419985,Sir Forbose,Hound,Caldari Navy Mjolnir Torpedo,4.692494,3883
36419985,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,13806
36419985,Bloemkoolsaus,Zealot,Zealot,2.9,7335
36419985,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,3475
36419985,Dizzy Uzzy,Ishtar,Curator II,-2,2725
36419985,Syris Khaeraan,Wolf,Caldari Navy Mjolnir Rocket,5,2106
36419985,Dominus Alterai,Purifier,Inferno Torpedo,3.2,712
36419985,Mocane Smith,Scimitar,Warrior II,0.3,305
36419985,Jezza McWaffle,Stabber Fleet Issue,Warrior II,-1.4,166
36419985,Seagrey Raholan,Stiletto,Stiletto,-1.3,153
36419985,MTV DNA,Oracle,Oracle,0.5,0
36419985,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,0
36419985,poerkie,Enyo,Rocket Launcher II,0.6,0
36419985,Emveedee,Tornado,800mm Repeating Cannon II,-0.2,0
36419985,Kniht,Vagabond,Warrior II,3.5,0
36419993,Sir Forbose,Hound,Caldari Navy Mjolnir Torpedo,4.692494,1470
36419993,Dizzy Uzzy,Ishtar,Curator II,-2,8498
36419993,Bloemkoolsaus,Zealot,Zealot,2.9,6090
36419993,Kais Sabre,Cerberus,Heavy Assault Missile Launcher II,3.2,5079
36419993,Jezza McWaffle,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,3547
36419993,Kniht,Vagabond,Warrior II,3.5,2951
36419993,Emveedee,Tornado,Tornado,-0.2,2928
36419993,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,2301
36419993,Syris Khaeraan,Wolf,Wolf,5,1573
36419993,Dominus Alterai,Purifier,Inferno Torpedo,3.2,1425
36419993,poerkie,Enyo,Enyo,0.6,985
36419993,Mocane Smith,Scimitar,Warrior II,0.3,850
36419993,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,550
36419993,Seagrey Raholan,Stiletto,200mm AutoCannon II,-1.3,103
36419993,MTV DNA,Oracle,Mega Pulse Laser II,0.5,0
36419992,Nashh Kadavr,Stratios,Hobgoblin II,-1.730358,3543
36419992,MTV DNA,Oracle,Mega Pulse Laser II,0.5,17515
36419992,Bloemkoolsaus,Zealot,Zealot,2.9,6157
36419992,Dizzy Uzzy,Ishtar,Curator II,-2,6079
36419992,Kais Sabre,Cerberus,Heavy Assault Missile Launcher II,3.2,3742
36419992,Dominus Alterai,Purifier,Inferno Torpedo,3.2,2851
36419992,Seagrey Raholan,Stiletto,200mm AutoCannon II,-1.3,503
36419992,Jezza McWaffle,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,369
36419992,Mocane Smith,Scimitar,Warrior II,0.3,169
36419992,Syris Khaeraan,Wolf,Wolf,5,99
36419992,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419992,Emveedee,Tornado,Tornado,-0.2,0
36419992,poerkie,Enyo,Enyo,0.6,0
36419992,Kniht,Vagabond,Warrior II,3.5,0
36419992,Sir Forbose,Hound,Prototype 'Arbalest' Torpedo Launcher,4.7,0
36419999,Bloemkoolsaus,Zealot,Heavy Pulse Laser II,2.860296,10108
36419999,Kniht,Vagabond,Warrior II,3.5,19150
36419999,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,4544
36419999,Dominus Alterai,Purifier,Inferno Torpedo,3.2,4277
36419999,Dizzy Uzzy,Ishtar,Curator II,-2,4225
36419999,Jezza McWaffle,Stabber Fleet Issue,Warrior II,-1.4,3241
36419999,Emveedee,Tornado,Tornado,-0.2,2139
36419999,Mocane Smith,Scimitar,Warrior II,0.3,795
36419999,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,528
36419999,Syris Khaeraan,Wolf,Wolf,5,310
36419999,Seagrey Raholan,Stiletto,200mm AutoCannon II,-1.3,167
36419999,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419999,MTV DNA,Oracle,Mega Pulse Laser II,0.5,0
36419999,Sir Forbose,Hound,Caldari Navy Mjolnir Torpedo,4.7,0
36419999,poerkie,Enyo,Rocket Launcher II,0.6,0
36419976,Dominus Alterai,Purifier,Inferno Torpedo,3.165984,644
36419976,Jezza McWaffle,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,12609
36419976,Dizzy Uzzy,Ishtar,Curator II,-2,3664
36419976,Bloemkoolsaus,Zealot,Zealot,2.9,3037
36419976,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,1871
36419976,Syris Khaeraan,Wolf,Wolf,5,1507
36419976,Kniht,Vagabond,Warrior II,3.5,1349
36419976,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,366
36419976,Seagrey Raholan,Stiletto,Stiletto,-1.3,116
36419976,Mocane Smith,Scimitar,Warrior II,0.3,115
36419976,MTV DNA,Oracle,Mega Pulse Laser II,0.5,0
36419976,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419976,Emveedee,Tornado,Tornado,-0.2,0
36419976,poerkie,Enyo,Rocket Launcher II,0.6,0
36419976,Sir Forbose,Hound,Small Nosferatu II,4.7,0
36419968,MTV DNA,Oracle,Mega Pulse Laser II,0.4757369,20535
36419968,Sir Forbose,Hound,Caldari Navy Mjolnir Torpedo,4.7,7649
36419968,Dizzy Uzzy,Ishtar,Curator II,-2,2792
36419968,Dominus Alterai,Purifier,Inferno Torpedo,3.2,1425
36419968,Bloemkoolsaus,Zealot,Zealot,2.9,1424
36419968,Syris Khaeraan,Wolf,Wolf,5,863
36419968,Kniht,Vagabond,Warrior II,3.5,382
36419968,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,267
36419968,Mocane Smith,Scimitar,Warrior II,0.3,233
36419968,Jezza McWaffle,Stabber Fleet Issue,Warrior II,-1.4,129
36419968,Seagrey Raholan,Stiletto,Stiletto,-1.3,99
36419968,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419968,poerkie,Enyo,Enyo,0.6,0
36419968,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,0
36419968,Emveedee,Tornado,Tornado,-0.2,0
36419971,MTV DNA,Oracle,Mega Pulse Laser II,0.4757369,7724
36419971,poerkie,Enyo,Enyo,0.6,6866
36419971,Bloemkoolsaus,Zealot,Zealot,2.9,3461
36419971,Kniht,Vagabond,Warrior II,3.5,3435
36419971,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,3066
36419971,Dizzy Uzzy,Ishtar,Curator II,-2,2525
36419971,Dominus Alterai,Purifier,Inferno Torpedo,3.2,712
36419971,Syris Khaeraan,Wolf,Wolf,5,685
36419971,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,267
36419971,Mocane Smith,Scimitar,Warrior II,0.3,256
36419971,Seagrey Raholan,Stiletto,Stiletto,-1.3,51
36419971,Jezza McWaffle,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,0
36419971,Emveedee,Tornado,Tornado,-0.2,0
36419971,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419971,Sir Forbose,Hound,Prototype 'Arbalest' Torpedo Launcher,4.7,0
36419975,Emveedee,Tornado,800mm Repeating Cannon II,-0.1595744,24911
36419975,Dizzy Uzzy,Ishtar,Curator II,-2,4584
36419975,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,1871
36419975,Dominus Alterai,Purifier,Inferno Torpedo,3.2,712
36419975,Bloemkoolsaus,Zealot,Zealot,2.9,587
36419975,Syris Khaeraan,Wolf,Wolf,5,249
36419975,Mocane Smith,Scimitar,Warrior II,0.3,242
36419975,Jezza McWaffle,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,110
36419975,Seagrey Raholan,Stiletto,Stiletto,-1.3,80
36419975,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,0
36419975,Kniht,Vagabond,Warrior II,3.5,0
36419975,MTV DNA,Oracle,Oracle,0.5,0
36419975,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419975,poerkie,Enyo,Rocket Launcher II,0.6,0
36419975,Sir Forbose,Hound,Small Nosferatu II,4.7,0
36419915,Kniht,Vagabond,650mm Artillery Cannon II,3.471023,9577
36419915,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,5369
36419915,Bloemkoolsaus,Zealot,Zealot,2.9,4103
36419915,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,2673
36419915,Dominus Alterai,Purifier,Prototype 'Arbalest' Torpedo Launcher,3.2,1425
36419915,Dizzy Uzzy,Ishtar,Warrior II,-2,708
36419915,Jezza McWaffle,Stabber Fleet Issue,Stabber Fleet Issue,-1.4,465
36419915,Mocane Smith,Scimitar,Warrior II,0.3,205
36419915,Seagrey Raholan,Stiletto,Stiletto,-1.3,104
36419915,poerkie,Enyo,Enyo,0.6,0
36419915,Sir Forbose,Hound,Caldari Navy Mjolnir Torpedo,4.7,0
36419915,MTV DNA,Oracle,Oracle,0.5,0
36419915,Caractacus Vaarde,Manticore,Guristas Inferno Torpedo,5,0
36419915,Syris Khaeraan,Wolf,Caldari Navy Mjolnir Rocket,5,0
36419915,Emveedee,Tornado,Tornado,-0.2,0
36419925,Kniht,Vagabond,650mm Artillery Cannon II,3.471023,1061
36419925,Bloemkoolsaus,Zealot,Zealot,2.9,9614
36419925,MTV DNA,Oracle,Oracle,0.5,4123
36419925,Syris Khaeraan,Wolf,Wolf,5,4029
36419925,Kais Sabre,Cerberus,Scourge Rage Heavy Assault Missile,3.2,3742
36419925,Jezza McWaffle,Stabber Fleet Issue,Warrior II,-1.4,1670
36419925,Dizzy Uzzy,Ishtar,Warrior II,-2,1464
36419925,Dominus Alterai,Purifier,Inferno Torpedo,3.2,1425
36419925,Nashh Kadavr,Stratios,Hobgoblin II,-1.7,896
36419925,Mocane Smith,Scimitar,Warrior II,0.3,493
36419925,Seagrey Raholan,Stiletto,200mm AutoCannon II,-1.3,50
